,day,month,days,is_it_job,seniority,company_code,country_code
0,24,10,4.0,0,2.0,43,98
1,7,9,51.0,0,2.0,43,27
2,9,10,19.0,0,3.0,43,4
3,22,10,6.0,0,3.0,43,116
4,21,9,37.0,0,3.0,43,98
5,10,10,18.0,0,2.0,43,77
6,18,9,40.0,1,2.0,43,98
7,15,9,43.0,1,3.0,43,77
8,22,10,6.0,0,2.0,43,116
9,26,9,32.0,0,3.0,43,77
10,2,10,26.0,1,1.0,43,27
11,16,10,12.0,0,3.0,43,27
12,22,10,6.0,1,2.0,43,116
13,9,10,19.0,0,2.0,43,77
14,23,10,5.0,1,2.0,43,116
15,18,9,40.0,0,1.0,43,27
16,2,10,26.0,0,2.0,41,27
17,14,9,44.0,1,2.0,146,116
18,6,10,22.0,1,2.0,146,27
19,6,10,22.0,1,2.0,146,27
20,22,10,6.0,0,3.0,4,39
21,22,10,6.0,0,3.0,4,39
22,8,10,20.0,0,3.0,4,39
23,8,10,20.0,0,3.0,4,39
24,21,10,7.0,0,3.0,4,116
25,19,10,9.0,1,3.0,4,52
26,24,10,4.0,0,3.0,4,116
28,13,10,15.0,0,3.0,4,77
29,26,9,32.0,0,2.0,173,17
30,24,7,96.0,1,3.0,15,116
31,8,9,50.0,0,2.0,117,27
32,8,9,50.0,0,2.0,117,27
33,14,9,44.0,0,3.0,49,27
34,21,10,7.0,1,2.0,49,27
36,27,10,1.0,0,3.0,108,72
37,5,8,84.0,0,3.0,149,116
38,6,10,22.0,0,3.0,149,116
39,3,8,86.0,0,4.0,149,116
41,10,8,79.0,1,3.0,149,116
42,25,9,33.0,0,3.0,42,116
43,9,10,19.0,0,1.0,125,27
44,14,10,14.0,0,1.0,125,27
45,29,9,29.0,0,1.0,125,27
46,23,9,35.0,0,3.0,2,27
47,24,9,34.0,0,1.0,110,27
48,24,9,34.0,0,1.0,110,27
49,21,10,7.0,1,3.0,144,27
50,22,10,6.0,1,3.0,103,116
51,7,9,51.0,1,2.0,103,21
52,24,9,34.0,0,3.0,103,116
53,16,9,42.0,1,2.0,103,37
54,2,9,56.0,1,3.0,103,116
55,24,9,34.0,0,3.0,103,116
56,20,10,8.0,0,3.0,103,39
57,19,8,70.0,1,2.0,103,116
58,21,8,68.0,1,3.0,103,116
59,16,9,42.0,0,3.0,103,50
60,1,10,27.0,0,3.0,103,116
61,11,8,78.0,0,3.0,103,5
62,14,9,44.0,0,4.0,103,37
63,22,10,6.0,1,3.0,103,102
64,22,10,6.0,0,3.0,103,52
65,22,10,6.0,0,3.0,103,116
66,1,10,27.0,0,3.0,103,116
67,20,8,69.0,1,2.0,103,116
68,22,10,6.0,1,2.0,103,116
69,16,10,12.0,0,4.0,103,116
70,22,10,6.0,1,3.0,103,116
71,10,10,18.0,0,3.0,103,116
72,8,10,20.0,0,2.0,103,34
73,20,10,8.0,1,2.0,103,116
74,3,9,55.0,0,3.0,103,116
75,29,7,91.0,1,3.0,103,50
76,22,9,36.0,0,3.0,103,116
77,13,10,15.0,0,3.0,103,116
78,3,10,25.0,0,2.0,103,116
79,6,10,22.0,1,3.0,103,116
80,22,9,36.0,0,3.0,103,116
81,8,10,20.0,1,3.0,103,116
82,22,10,6.0,1,2.0,103,116
83,5,9,53.0,1,2.0,103,116
84,1,10,27.0,0,3.0,103,116
85,11,8,78.0,1,2.0,103,116
86,22,10,6.0,0,4.0,103,101
87,24,9,34.0,1,3.0,103,16
88,20,7,100.0,0,3.0,103,116
89,20,10,8.0,1,3.0,103,50
90,26,9,32.0,1,3.0,103,116
91,19,8,70.0,1,2.0,103,21
92,30,9,28.0,1,2.0,103,51
93,14,10,14.0,0,3.0,103,116
94,25,9,33.0,1,3.0,103,116
95,16,9,42.0,0,3.0,103,116
96,29,7,91.0,0,3.0,103,116
97,1,9,57.0,0,3.0,103,116
99,20,7,100.0,1,2.0,103,51
100,23,10,5.0,1,4.0,103,116
101,3,10,25.0,1,2.0,103,116
102,20,9,38.0,1,2.0,103,51
103,3,9,55.0,1,3.0,103,37
104,7,8,82.0,1,2.0,103,59
105,2,10,26.0,1,3.0,103,103
107,7,9,51.0,1,3.0,7,27
108,21,7,99.0,0,2.0,7,27
109,14,9,44.0,0,3.0,7,27
110,5,8,84.0,1,3.0,7,27
111,8,8,81.0,0,4.0,7,27
112,3,8,86.0,0,2.0,7,27
113,28,8,61.0,0,3.0,7,27
114,22,10,6.0,1,2.0,7,27
116,13,10,15.0,1,2.0,7,27
117,8,9,50.0,1,2.0,7,27
118,20,10,8.0,1,2.0,7,27
119,27,8,62.0,1,3.0,7,27
120,12,8,77.0,1,4.0,130,39
121,12,8,77.0,1,4.0,130,39
122,24,9,34.0,0,3.0,130,39
123,24,9,34.0,0,3.0,130,39
124,7,8,82.0,0,4.0,130,39
125,7,8,82.0,0,4.0,130,39
126,20,10,8.0,1,3.0,34,27
128,15,8,74.0,1,3.0,158,103
129,15,8,74.0,1,3.0,158,103
130,27,10,1.0,0,2.0,158,52
131,23,9,35.0,0,3.0,158,103
132,10,8,79.0,1,3.0,158,116
133,16,10,12.0,1,3.0,158,116
134,9,10,19.0,1,3.0,158,116
135,8,10,20.0,0,2.0,51,84
138,22,9,36.0,1,3.0,51,27
140,5,6,145.0,0,1.0,51,27
141,23,10,5.0,0,4.0,51,39
142,15,8,74.0,0,3.0,51,27
143,27,10,1.0,0,2.0,51,91
144,5,6,145.0,0,2.0,51,27
145,2,9,56.0,1,3.0,51,103
146,23,10,5.0,0,1.0,51,27
147,20,8,69.0,0,3.0,51,27
148,27,10,1.0,0,2.0,51,27
149,23,10,5.0,0,3.0,51,27
150,5,6,145.0,1,1.0,51,27
151,22,10,6.0,0,3.0,51,13
152,21,8,68.0,0,4.0,51,52
153,28,9,30.0,1,2.0,51,27
154,23,10,5.0,0,3.0,51,27
155,27,7,93.0,0,3.0,51,27
156,21,10,7.0,0,2.0,51,27
157,7,10,21.0,0,2.0,51,98
158,20,10,8.0,0,2.0,51,27
159,14,10,14.0,0,3.0,51,27
160,20,10,8.0,1,2.0,51,27
161,16,10,12.0,0,3.0,51,27
162,14,10,14.0,0,2.0,51,27
163,14,10,14.0,1,3.0,51,102
164,14,10,14.0,1,3.0,51,102
165,5,6,145.0,0,1.0,51,27
166,5,6,145.0,0,1.0,51,27
167,5,6,145.0,0,1.0,51,27
168,5,6,145.0,0,1.0,51,27
169,9,6,141.0,1,1.0,51,27
170,8,10,20.0,0,3.0,51,27
171,8,10,20.0,1,3.0,51,27
172,7,10,21.0,1,2.0,51,27
173,3,10,25.0,0,3.0,51,27
174,3,10,25.0,0,3.0,51,27
175,18,9,40.0,0,2.0,51,27
176,18,9,40.0,1,2.0,51,27
177,21,8,68.0,0,3.0,51,27
178,8,10,20.0,0,3.0,51,116
179,27,10,1.0,0,1.0,51,27
180,21,8,68.0,0,2.0,51,27
181,23,7,97.0,0,2.0,51,27
182,18,9,40.0,1,3.0,51,27
183,21,8,68.0,0,3.0,51,51
184,21,8,68.0,1,2.0,51,27
185,3,10,25.0,0,3.0,51,103
186,21,8,68.0,1,2.0,51,27
187,3,10,25.0,0,3.0,51,103
188,20,8,69.0,1,3.0,51,27
190,16,10,12.0,0,3.0,51,27
191,2,10,26.0,0,3.0,51,27
192,5,6,145.0,0,2.0,51,27
193,23,9,35.0,0,1.0,51,98
194,16,10,12.0,0,2.0,51,51
195,5,6,145.0,0,2.0,51,27
196,9,10,19.0,0,1.0,51,27
197,5,6,145.0,1,3.0,51,27
199,14,10,14.0,0,3.0,51,39
200,14,10,14.0,0,2.0,51,39
201,21,8,68.0,0,3.0,51,27
202,16,10,12.0,0,3.0,147,39
203,16,10,12.0,0,3.0,147,107
204,28,9,30.0,0,3.0,5,16
205,22,10,6.0,1,3.0,5,27
206,22,10,6.0,1,3.0,5,27
207,28,9,30.0,0,3.0,5,39
208,28,9,30.0,0,3.0,5,39
210,1,10,27.0,1,1.0,14,116
211,16,10,12.0,0,2.0,14,27
212,30,9,28.0,0,3.0,14,27
213,14,10,14.0,0,3.0,14,39
214,18,9,40.0,1,3.0,14,27
215,14,10,14.0,1,3.0,14,39
216,13,10,15.0,0,2.0,14,52
217,28,8,61.0,1,3.0,14,27
218,28,8,61.0,1,3.0,14,27
219,14,10,14.0,0,3.0,14,84
220,14,10,14.0,0,2.0,14,93
221,16,10,12.0,0,2.0,14,10
222,16,10,12.0,0,2.0,14,27
228,16,10,12.0,1,2.0,14,10
229,16,10,12.0,1,2.0,14,10
230,12,10,16.0,0,1.0,29,27
231,18,10,10.0,1,2.0,29,10
232,2,10,26.0,0,3.0,172,27
233,2,10,26.0,0,3.0,172,27
234,10,6,140.0,0,3.0,172,27
235,10,6,140.0,0,3.0,172,27
236,21,10,7.0,1,3.0,172,27
237,21,10,7.0,1,3.0,172,27
238,26,8,63.0,1,3.0,172,27
239,26,8,63.0,1,3.0,172,27
240,2,10,26.0,0,3.0,172,27
241,2,10,26.0,0,3.0,172,27
242,21,9,37.0,0,3.0,172,27
243,21,9,37.0,0,3.0,172,27
244,26,8,63.0,1,2.0,172,27
245,26,8,63.0,1,2.0,172,27
246,8,7,112.0,1,3.0,172,27
247,8,7,112.0,1,3.0,172,27
248,20,10,8.0,1,3.0,107,21
249,31,7,89.0,0,4.0,107,45
250,16,10,12.0,1,4.0,107,21
251,18,9,40.0,1,3.0,107,21
252,18,10,10.0,1,3.0,107,21
253,30,9,28.0,0,3.0,107,78
254,7,10,21.0,1,4.0,107,103
255,28,7,92.0,0,3.0,107,103
256,24,10,4.0,0,3.0,107,48
257,23,9,35.0,0,3.0,107,21
258,30,9,28.0,0,3.0,107,21
259,26,9,32.0,0,3.0,107,78
260,10,10,18.0,0,3.0,107,84
261,8,10,20.0,0,3.0,107,84
262,23,10,5.0,0,3.0,107,55
263,16,10,12.0,0,2.0,107,22
264,23,10,5.0,1,3.0,107,37
265,23,10,5.0,1,2.0,107,37
266,28,9,30.0,0,3.0,107,21
267,20,10,8.0,0,2.0,107,84
268,26,10,2.0,1,3.0,107,21
269,12,8,77.0,1,3.0,107,21
270,27,10,1.0,0,3.0,107,99
271,16,10,12.0,1,3.0,107,50
272,15,9,43.0,1,3.0,107,21
273,14,9,44.0,1,3.0,107,21
274,9,10,19.0,1,4.0,107,95
275,4,9,54.0,0,3.0,107,21
276,19,10,9.0,1,3.0,107,103
277,30,9,28.0,0,3.0,107,5
278,12,10,16.0,1,3.0,107,21
279,6,10,22.0,0,2.0,107,84
280,14,10,14.0,1,3.0,107,21
281,23,10,5.0,1,3.0,107,21
282,16,9,42.0,1,3.0,107,21
283,7,10,21.0,1,4.0,107,103
284,22,10,6.0,1,3.0,155,27
285,22,10,6.0,1,3.0,155,27
286,1,10,27.0,1,2.0,6,34
287,14,10,14.0,1,3.0,6,116
288,1,10,27.0,1,2.0,6,116
290,1,10,27.0,1,2.0,6,116
296,23,10,5.0,0,3.0,39,116
297,27,10,1.0,0,4.0,39,5
301,16,10,12.0,0,2.0,39,27
303,27,10,1.0,0,3.0,39,116
305,18,10,10.0,1,3.0,39,37
309,21,10,7.0,1,3.0,39,116
310,27,10,1.0,1,2.0,39,93
311,20,10,8.0,0,3.0,39,116
315,16,10,12.0,0,3.0,39,116
316,14,10,14.0,1,4.0,39,5
317,18,10,10.0,1,4.0,39,39
318,26,10,2.0,0,3.0,39,59
319,21,10,7.0,1,3.0,39,52
320,21,10,7.0,1,2.0,39,52
321,9,10,19.0,1,3.0,39,116
326,24,9,34.0,1,3.0,131,21
327,25,9,33.0,0,4.0,131,116
328,7,10,21.0,1,2.0,131,116
329,22,10,6.0,0,1.0,131,27
330,8,10,20.0,0,3.0,131,27
331,27,8,62.0,1,2.0,131,116
332,3,10,25.0,1,3.0,131,116
333,15,9,43.0,1,4.0,59,13
334,24,8,65.0,0,2.0,59,21
335,24,7,96.0,0,3.0,59,51
336,24,7,96.0,1,3.0,59,50
337,24,10,4.0,1,2.0,59,13
338,24,7,96.0,1,2.0,59,13
339,15,8,74.0,1,2.0,59,98
340,21,10,7.0,0,2.0,59,92
341,18,9,40.0,1,2.0,59,103
342,18,9,40.0,1,2.0,59,103
343,30,7,90.0,1,3.0,59,13
344,28,9,30.0,1,2.0,59,103
345,28,9,30.0,1,2.0,59,103
346,19,10,9.0,0,3.0,59,21
347,30,8,59.0,0,3.0,59,13
348,5,10,23.0,0,3.0,59,21
350,24,7,96.0,0,2.0,59,13
351,24,7,96.0,0,3.0,59,98
352,19,8,70.0,1,3.0,59,39
353,19,8,70.0,0,4.0,59,13
354,27,8,62.0,1,2.0,59,50
355,24,10,4.0,1,3.0,59,21
356,4,9,54.0,0,3.0,59,50
357,24,7,96.0,0,3.0,59,39
358,5,8,84.0,1,4.0,59,13
359,24,10,4.0,1,2.0,101,94
360,29,9,29.0,1,3.0,101,5
361,23,10,5.0,0,2.0,101,116
362,15,9,43.0,0,3.0,101,51
363,20,10,8.0,0,2.0,101,116
364,14,10,14.0,1,3.0,101,17
365,20,10,8.0,1,2.0,101,77
366,9,10,19.0,1,2.0,101,116
367,24,9,34.0,1,3.0,101,51
368,18,9,40.0,0,2.0,101,17
369,2,9,56.0,0,3.0,101,116
370,22,7,98.0,0,2.0,101,116
371,22,7,98.0,0,3.0,101,17
372,19,10,9.0,0,3.0,101,17
373,20,10,8.0,1,2.0,101,77
374,27,8,62.0,0,2.0,101,54
375,9,10,19.0,0,3.0,101,116
376,23,10,5.0,0,3.0,101,116
381,22,10,6.0,0,2.0,101,116
382,24,10,4.0,1,3.0,101,116
383,24,10,4.0,1,3.0,101,116
384,3,10,25.0,1,3.0,101,116
385,24,10,4.0,0,2.0,101,116
386,9,10,19.0,0,3.0,101,116
387,31,7,89.0,0,2.0,101,17
388,22,7,98.0,1,2.0,101,116
389,8,10,20.0,0,2.0,101,116
390,12,10,16.0,1,3.0,154,52
391,22,10,6.0,1,2.0,154,52
392,20,10,8.0,1,3.0,50,116
393,22,10,6.0,1,3.0,50,116
394,17,9,41.0,1,3.0,50,116
395,8,9,49.0,1,3.0,63,27
396,8,9,49.0,1,3.0,63,27
397,9,10,19.0,0,1.0,63,116
398,27,8,62.0,1,2.0,63,27
399,27,8,62.0,1,2.0,63,27
400,13,10,14.0,0,3.0,4,116
401,9,10,18.0,1,3.0,4,116
402,8,10,19.0,1,3.0,4,77
403,19,10,8.0,1,2.0,4,77
404,22,10,4.0,0,3.0,4,77
405,6,10,21.0,0,3.0,4,52
406,6,10,21.0,1,3.0,4,77
407,16,10,11.0,0,3.0,4,116
408,13,10,14.0,1,4.0,4,77
409,22,10,4.0,0,2.0,23,116
410,10,10,16.0,1,3.0,23,27
411,9,10,18.0,0,1.0,23,5
413,9,10,18.0,1,2.0,23,95
414,22,10,4.0,1,2.0,23,116
415,9,10,18.0,0,2.0,23,27
416,10,10,16.0,0,2.0,23,116
418,18,10,9.0,0,3.0,23,116
419,8,10,19.0,0,1.0,23,27
420,12,10,14.0,0,1.0,23,48
421,21,10,6.0,0,2.0,23,39
424,23,10,4.0,1,2.0,23,27
426,21,10,6.0,0,3.0,23,116
427,24,10,2.0,0,2.0,23,116
428,14,9,42.0,0,3.0,23,52
429,24,10,2.0,0,2.0,23,95
431,21,10,6.0,1,3.0,23,27
432,21,10,6.0,1,2.0,23,52
433,3,10,24.0,1,3.0,23,116
434,5,10,22.0,0,2.0,23,5
435,9,9,48.0,0,3.0,23,110
436,2,10,25.0,1,2.0,23,102
437,2,10,25.0,1,2.0,23,116
438,12,10,15.0,0,3.0,23,21
439,29,9,28.0,0,2.0,23,48
440,22,10,4.0,1,3.0,23,27
441,30,9,27.0,0,2.0,23,98
443,30,9,27.0,1,3.0,23,52
445,26,9,31.0,0,2.0,23,48
446,26,9,31.0,0,3.0,23,48
447,21,10,6.0,0,2.0,23,116
448,26,9,31.0,0,1.0,23,48
449,23,9,34.0,1,2.0,23,116
450,22,10,4.0,0,1.0,23,27
451,6,10,21.0,0,1.0,23,27
452,17,9,40.0,0,3.0,23,27
453,23,9,34.0,1,3.0,23,27
454,22,10,4.0,1,2.0,23,52
455,1,10,26.0,0,1.0,23,48
456,22,9,35.0,0,2.0,23,116
457,22,10,4.0,0,3.0,23,95
458,18,9,38.0,0,2.0,23,34
459,22,10,4.0,0,2.0,23,34
460,18,9,39.0,1,3.0,23,27
461,17,9,40.0,1,2.0,23,5
462,22,10,4.0,1,2.0,23,52
463,16,9,41.0,0,2.0,23,27
464,16,9,41.0,0,1.0,23,27
465,11,9,45.0,0,3.0,23,95
466,10,9,47.0,0,3.0,23,52
468,8,9,49.0,0,3.0,23,95
470,20,10,7.0,0,2.0,23,10
473,20,10,7.0,1,2.0,23,52
474,20,10,7.0,1,2.0,23,21
478,14,10,12.0,0,3.0,23,39
480,14,10,12.0,0,2.0,23,39
481,14,10,12.0,0,2.0,23,48
482,29,9,28.0,1,2.0,23,48
483,8,10,19.0,0,3.0,8,27
484,8,10,19.0,0,3.0,8,27
485,29,9,28.0,0,3.0,45,27
486,29,9,28.0,0,3.0,45,27
487,29,9,28.0,0,1.0,45,27
488,1,10,26.0,0,1.0,45,27
489,22,10,4.0,0,2.0,45,116
490,22,10,4.0,0,2.0,45,116
491,30,9,27.0,0,3.0,45,27
492,30,9,27.0,0,3.0,45,27
493,24,9,33.0,1,2.0,45,39
494,24,9,33.0,1,2.0,45,39
495,14,10,12.0,0,3.0,45,27
496,29,9,28.0,1,2.0,45,116
497,30,9,27.0,0,3.0,45,17
498,30,9,27.0,0,2.0,45,27
499,13,10,14.0,1,2.0,45,116
500,29,9,28.0,0,3.0,45,27
501,14,10,12.0,0,3.0,45,27
502,9,10,18.0,0,3.0,45,4
503,6,10,21.0,0,1.0,45,27
504,6,10,21.0,0,1.0,45,27
505,1,10,26.0,0,3.0,45,27
506,1,10,26.0,0,3.0,45,27
507,1,10,26.0,1,2.0,45,27
508,24,9,33.0,1,1.0,45,30
509,18,10,9.0,1,2.0,45,116
510,10,10,16.0,0,1.0,45,27
511,8,10,19.0,0,1.0,45,27
512,30,9,27.0,0,1.0,45,27
513,30,9,27.0,0,1.0,45,27
514,30,9,27.0,0,3.0,45,4
515,21,10,6.0,0,2.0,45,77
516,29,9,28.0,0,1.0,45,27
517,9,10,18.0,0,1.0,45,27
518,9,10,18.0,0,1.0,45,27
519,18,10,9.0,0,4.0,119,116
520,25,9,32.0,0,2.0,138,27
522,15,9,42.0,0,2.0,138,116
523,18,9,39.0,0,3.0,138,116
524,11,9,45.0,0,2.0,138,103
525,22,10,4.0,1,2.0,138,105
526,1,9,56.0,1,2.0,138,3
527,16,10,11.0,0,2.0,138,116
528,11,9,45.0,1,3.0,138,116
529,24,9,33.0,0,3.0,138,37
530,25,9,32.0,0,3.0,138,116
531,1,9,56.0,1,3.0,138,116
532,16,9,41.0,0,4.0,138,116
533,22,10,4.0,0,2.0,138,52
534,18,9,38.0,0,3.0,138,116
535,1,10,26.0,0,2.0,138,27
536,18,10,9.0,0,3.0,138,21
537,21,10,6.0,0,2.0,138,116
538,1,9,56.0,1,4.0,138,116
539,21,10,6.0,1,2.0,138,116
540,16,9,41.0,0,3.0,138,34
543,18,9,39.0,1,2.0,138,116
544,6,10,21.0,0,1.0,138,27
545,24,9,33.0,1,2.0,138,116
546,7,10,20.0,0,3.0,138,101
547,10,9,47.0,0,2.0,138,4
548,22,10,4.0,0,1.0,138,27
549,18,9,39.0,0,3.0,138,101
550,14,10,12.0,0,2.0,138,16
551,1,10,26.0,0,2.0,138,34
552,23,10,4.0,1,3.0,138,95
553,23,10,4.0,1,1.0,138,27
554,16,10,11.0,1,3.0,138,116
556,12,10,15.0,0,3.0,138,110
557,22,10,4.0,0,2.0,138,116
558,5,9,52.0,0,3.0,138,116
559,13,10,14.0,1,2.0,138,27
560,9,10,18.0,0,2.0,138,5
561,22,10,4.0,0,3.0,138,116
562,18,9,39.0,0,2.0,138,27
563,11,9,45.0,0,2.0,138,116
564,23,10,4.0,1,4.0,138,116
565,3,10,24.0,1,1.0,138,27
566,22,10,4.0,1,4.0,138,101
568,13,10,14.0,1,2.0,138,101
569,2,10,25.0,1,3.0,138,116
570,25,9,32.0,1,4.0,138,5
572,10,10,16.0,0,2.0,138,95
573,30,9,27.0,0,2.0,138,116
574,20,10,7.0,0,3.0,138,101
575,30,9,27.0,1,3.0,138,27
576,10,9,47.0,0,3.0,138,21
577,8,9,48.0,1,3.0,138,95
578,16,10,11.0,0,2.0,138,27
579,16,10,11.0,0,3.0,138,52
580,11,9,45.0,0,1.0,21,27
581,31,8,57.0,1,2.0,21,27
582,6,10,21.0,0,3.0,21,39
583,29,9,28.0,0,2.0,21,39
584,16,10,11.0,0,1.0,21,27
585,11,9,45.0,1,1.0,21,116
586,25,8,63.0,1,1.0,21,116
587,2,10,25.0,0,3.0,21,27
588,29,8,59.0,1,1.0,21,116
589,30,9,27.0,1,2.0,153,116
591,24,10,3.0,1,2.0,153,116
592,23,10,4.0,0,4.0,153,27
593,19,9,37.0,1,2.0,153,116
594,13,10,14.0,0,2.0,153,116
595,21,10,6.0,1,2.0,153,22
596,3,10,24.0,0,3.0,153,22
597,19,10,8.0,0,4.0,153,34
598,24,10,3.0,0,2.0,153,22
599,21,9,36.0,0,3.0,153,21
600,12,10,15.0,0,3.0,153,21
601,23,9,34.0,0,2.0,153,4
602,22,10,4.0,0,1.0,153,21
603,18,9,38.0,0,3.0,153,116
604,14,10,12.0,0,4.0,153,13
605,13,10,14.0,0,2.0,153,21
606,13,10,14.0,1,2.0,153,116
607,21,10,6.0,1,3.0,153,116
608,24,10,3.0,0,3.0,153,37
609,10,10,16.0,0,3.0,153,116
610,23,9,34.0,1,2.0,153,116
611,22,10,4.0,0,2.0,153,116
612,3,10,24.0,0,4.0,153,116
613,25,9,32.0,0,3.0,153,116
614,14,10,12.0,1,2.0,153,50
615,24,10,3.0,1,2.0,153,116
616,9,10,18.0,1,3.0,37,52
617,21,10,6.0,0,4.0,37,52
618,26,9,31.0,1,3.0,71,45
619,1,8,87.0,1,3.0,71,116
620,9,9,48.0,1,3.0,71,116
621,5,6,144.0,1,4.0,71,39
622,18,9,39.0,1,3.0,71,116
623,14,10,12.0,0,3.0,71,77
624,18,9,39.0,1,3.0,71,116
625,5,9,52.0,0,4.0,71,112
626,26,8,62.0,1,3.0,71,39
627,30,9,27.0,0,2.0,71,116
628,17,9,40.0,1,3.0,71,116
629,20,10,7.0,1,3.0,71,37
630,30,9,27.0,0,3.0,71,116
631,10,10,16.0,1,3.0,71,27
632,11,9,46.0,1,4.0,71,116
633,19,8,69.0,1,3.0,71,116
634,13,8,74.0,0,2.0,71,51
635,6,10,21.0,1,4.0,71,59
636,9,10,18.0,1,4.0,71,116
637,14,10,12.0,1,3.0,71,39
638,25,9,32.0,0,3.0,71,116
639,24,10,3.0,0,3.0,71,116
640,3,10,24.0,1,3.0,71,13
641,24,10,3.0,1,3.0,71,39
642,16,10,11.0,0,4.0,71,59
643,22,10,4.0,0,3.0,71,116
644,22,10,4.0,0,3.0,71,116
645,18,10,9.0,0,3.0,71,116
646,18,10,9.0,1,4.0,71,116
647,3,9,54.0,1,3.0,71,116
648,18,10,9.0,0,3.0,71,116
649,13,10,14.0,1,2.0,71,116
650,10,10,16.0,1,2.0,71,116
651,25,8,63.0,1,2.0,71,116
652,16,9,41.0,1,4.0,71,116
653,10,10,16.0,0,3.0,71,116
654,1,9,55.0,1,3.0,71,116
655,2,10,25.0,0,3.0,71,103
656,2,10,25.0,0,3.0,71,103
657,13,10,14.0,1,4.0,71,52
658,10,10,16.0,1,3.0,71,102
659,12,10,14.0,1,4.0,71,52
660,26,8,62.0,1,3.0,71,116
661,5,9,52.0,1,3.0,71,116
662,26,8,62.0,1,3.0,71,116
663,3,10,24.0,1,4.0,71,116
664,1,10,26.0,1,3.0,71,116
665,30,9,27.0,0,2.0,71,116
666,23,9,34.0,1,2.0,71,116
667,21,9,35.0,1,4.0,71,116
668,18,9,39.0,1,4.0,71,116
669,18,9,39.0,1,3.0,71,116
670,15,9,42.0,1,3.0,71,116
671,8,9,48.0,1,4.0,71,116
672,1,9,56.0,1,3.0,71,13
673,9,10,18.0,0,1.0,167,27
674,15,9,42.0,0,3.0,68,13
675,21,10,6.0,1,2.0,68,17
676,12,9,45.0,1,2.0,68,116
677,26,10,1.0,0,2.0,28,27
678,14,10,12.0,1,2.0,93,27
679,14,10,12.0,0,2.0,83,27
680,1,9,55.0,0,3.0,165,52
681,14,10,12.0,0,3.0,165,50
682,30,9,27.0,0,3.0,165,48
683,14,10,12.0,0,3.0,165,116
684,14,10,12.0,0,3.0,165,116
685,22,10,4.0,1,3.0,165,33
686,19,8,69.0,0,3.0,165,116
687,30,9,27.0,1,3.0,165,52
688,4,8,84.0,0,3.0,165,116
689,13,10,14.0,0,3.0,165,116
690,28,7,90.0,1,3.0,165,116
691,6,10,21.0,0,3.0,165,116
692,19,10,8.0,1,2.0,165,3
693,20,10,7.0,0,3.0,165,33
694,7,10,20.0,0,3.0,165,116
695,30,9,27.0,0,3.0,165,48
696,2,10,25.0,0,3.0,165,48
697,21,10,6.0,0,4.0,165,39
698,21,10,6.0,0,3.0,165,79
699,21,10,6.0,1,3.0,165,79
700,20,10,7.0,0,3.0,165,52
701,20,10,7.0,0,3.0,165,52
702,16,10,11.0,1,2.0,165,122
703,14,10,12.0,0,3.0,165,39
704,12,10,14.0,0,3.0,165,116
709,22,10,4.0,0,2.0,165,33
710,20,10,7.0,0,3.0,165,68
711,21,10,6.0,1,3.0,165,79
712,21,10,6.0,1,4.0,165,33
713,21,10,6.0,1,2.0,165,33
714,21,10,6.0,1,3.0,165,79
715,21,10,6.0,1,3.0,165,79
716,21,10,6.0,0,3.0,165,79
717,21,10,6.0,1,3.0,165,79
718,21,10,6.0,1,3.0,165,79
719,20,10,7.0,1,3.0,165,14
720,20,10,7.0,0,3.0,165,33
721,14,10,12.0,1,3.0,165,33
722,2,10,25.0,0,3.0,165,48
723,7,8,81.0,0,4.0,165,122
724,9,9,48.0,0,3.0,165,116
725,21,10,6.0,1,3.0,165,33
726,30,9,27.0,0,3.0,165,116
727,7,10,20.0,0,3.0,165,52
728,10,9,47.0,1,3.0,100,52
729,2,9,55.0,1,3.0,100,116
730,26,9,31.0,1,2.0,100,93
731,7,10,20.0,0,3.0,100,116
732,8,9,49.0,1,2.0,100,52
734,16,10,11.0,1,2.0,100,52
735,8,10,19.0,1,3.0,100,52
736,22,10,4.0,1,4.0,164,0
737,25,10,2.0,1,3.0,164,116
738,28,8,60.0,0,1.0,124,27
739,7,10,20.0,0,1.0,124,98
740,9,10,18.0,1,2.0,124,98
741,7,10,19.0,1,3.0,129,50
742,13,10,14.0,1,4.0,129,50
743,14,10,12.0,1,3.0,129,27
744,7,10,20.0,0,2.0,126,116
745,16,9,41.0,0,2.0,47,116
746,14,10,12.0,1,3.0,47,116
747,10,10,16.0,1,3.0,47,116
748,24,10,3.0,1,3.0,157,17
749,8,10,19.0,1,2.0,157,116
751,14,10,12.0,0,4.0,81,78
752,23,10,4.0,1,3.0,81,10
753,10,10,16.0,0,3.0,81,27
754,6,10,21.0,1,2.0,81,13
755,2,10,25.0,0,3.0,81,4
756,1,10,26.0,0,3.0,81,13
757,1,10,26.0,1,3.0,81,27
758,1,10,26.0,1,3.0,81,27
759,29,9,28.0,1,2.0,81,27
760,29,9,28.0,1,2.0,81,27
761,27,8,60.0,1,3.0,81,27
762,27,8,60.0,1,3.0,81,27
763,30,9,27.0,1,2.0,81,27
764,30,9,27.0,1,2.0,81,27
767,26,10,1.0,0,4.0,148,116
768,22,10,4.0,1,3.0,148,116
769,21,10,6.0,1,3.0,148,116
770,21,10,6.0,1,2.0,148,116
771,20,10,7.0,1,3.0,148,116
772,16,10,11.0,1,3.0,148,116
