name;company_name;company_url;location;total_feedback;count_feedback,recruiter_urlAndré Nürnberger;PAN Personalvermittlung & Beratung;https://www.bestcruiter.com/personalberatung/pan-personalvermittlung-beratung;Berlin;4.90;107 Empfehlungen;https://www.bestcruiter.com/person/andre-nuernberger
Annemarie Selbenbacher;Constares GmbH;https://www.bestcruiter.com/personalberatung/constares-gmbh;München;4.93;3 Empfehlungen;https://bestcruiter.com/person/annemarie-selbenbacher
Thomas Rudel;eSAR GmbH;https://www.bestcruiter.com/personalberatung/esar-gmbh;München;4.95;4 Empfehlungen;https://bestcruiter.com/person/thomas-rudel
Susanne Klinkenberg;Constares GmbH;https://www.bestcruiter.com/personalberatung/constares-gmbh;München;;;https://bestcruiter.com/person/susanne-klinkenberg
Randy Adam;INDIE Solutions GmbH;https://www.bestcruiter.com/personalberatung/indie;Berlin;4.85;124 Empfehlungen;https://bestcruiter.com/person/randy-adam-1
Hans Krause - Principal Tech Recruiter München;INDIE Solutions GmbH;https://www.bestcruiter.com/personalberatung/indie;München;4.83;25 Empfehlungen;https://bestcruiter.com/person/hans-krause-1
Collin Weber;Collin Weber Personalberatung GmbH;;Karlsruhe;;;https://bestcruiter.com/person/collin-weber
Mathias Ziolo;ABALON Recruitment GmbH;https://www.bestcruiter.com/personalberatung/abalon-Recruitment;München;4.85;50 Empfehlungen;https://bestcruiter.com/person/mathias-ziolo-1
Yanina Kirova;SThree GmbH/ Computer Futures GmbH;;Berlin;;;https://bestcruiter.com/person/yanina-kirova
Maximilian Beckmann;eSAR GmbH;https://www.bestcruiter.com/personalberatung/esar-gmbh;München;4.82;39 Empfehlungen;https://bestcruiter.com/person/maximilian-beckmann
Sofia Schmitz;Constares GmbH;;München;4.84;20 Empfehlungen;https://bestcruiter.com/person/sofia-schmitz
Ralf Stämmer;expertum Holding GmbH;https://www.bestcruiter.com/personalberatung/expertum-holding-gmbh;Berlin;4.53;3 Empfehlungen;https://bestcruiter.com/person/ralf-staemmer
Anke Baron;BaronGeisler Management GmbH;https://www.bestcruiter.com/personalberatung/barongeisler-management-gmbh;Dresden;4.78;13 Empfehlungen;https://bestcruiter.com/person/anke-baron
Christoph Rösel - Teamleiter und Senior Consultant - iOS/Android München;Evolution Personalvermittlungsgesellschaft mbH;https://www.bestcruiter.com/personalberatung/Evolution-Personalvermittlungsgesellschaft-GmbH;München;4.85;10 Empfehlungen;https://bestcruiter.com/person/christoph-roesel
Birte Davidson;expertum Holding GmbH;;Hamburg;;;https://bestcruiter.com/person/birte-davidson
Teamleiter und Principal Recruitment Consultant - PHP Nordrhein-Westfalen Maria Pfeiler;Evolution Personalvermittlungsgesellschaft mbH;https://www.bestcruiter.com/personalberatung/Evolution-Personalvermittlungsgesellschaft-GmbH;Düsseldorf;4.78;15 Empfehlungen;https://bestcruiter.com/person/maria-brand
Melanie Terei;Gulp GmbH;https://www.bestcruiter.com/personalberatung/gulp-gmbh;Magdeburg;4.83;25 Empfehlungen;https://bestcruiter.com/person/melanie-terei-1
Nona Gergova;eSAR GmbH;https://www.bestcruiter.com/personalberatung/esar-gmbh;München;4.55;4 Empfehlungen;https://bestcruiter.com/person/nona-gergova
Tobias Waldner;PERM4 | Permanent Recruiting GmbH;https://www.bestcruiter.com/personalberatung/perm4-permanent-recruiting-gmbh-1;Berlin;;;https://bestcruiter.com/person/tobias-waldner-1
Ole Schlünzen;connectheads GmbH;https://www.bestcruiter.com/personalberatung/connectheads-gmbh;Oberhausen;4.72;4 Empfehlungen;https://bestcruiter.com/person/ole-schluenzen-1
Rolf Call;Call Personalberatung;https://www.bestcruiter.com/personalberatung/call-personalberatung;Monschau;;;https://bestcruiter.com/person/rolf-call
Business Development Manager Malte Janssen;Easy Consult Personaldienstleistungen;https://www.bestcruiter.com/personalberatung/easy-consult-personaldienstleistungen;Frankfurt am Main;4.87;3 Empfehlungen;https://bestcruiter.com/person/malte-janssen
Ana Moreno;inlingua Madrid;;Madrid;;;https://bestcruiter.com/person/ana-moreno
Carlos Kleefeld;DAHMEN Personalservice GmbH;https://www.bestcruiter.com/personalberatung/dahmen-personalservice-gmbh;Düsseldorf;4.79;44 Empfehlungen;https://bestcruiter.com/person/carlos-kleefeld
Daniel Mista;connectheads GmbH;https://www.bestcruiter.com/personalberatung/connectheads-gmbh;Oberhausen;4.77;6 Empfehlungen;https://bestcruiter.com/person/daniel-mista
Alexander Lampe;A!B!C Personal GmbH;https://www.bestcruiter.com/personalberatung/a-b-c-personalberatungs-gmbh;Wuppertal;4.77;5 Empfehlungen;https://bestcruiter.com/person/alexander-lampe
Thorsten Westhoff;A!B!C Personal GmbH;https://www.bestcruiter.com/personalberatung/a-b-c-personalberatungs-gmbh;Wuppertal;4.97;12 Empfehlungen;https://bestcruiter.com/person/thorsten-westhoff-1
Christof Kerscher;HR-Consultants GmbH;https://www.bestcruiter.com/personalberatung/hr-consultants-gmbh;München;5.00;1 Empfehlungen;https://bestcruiter.com/person/christof-kerscher
Tanja Münnekehoff;A!B!C Personal GmbH;https://www.bestcruiter.com/personalberatung/a-b-c-personalberatungs-gmbh;Remscheid;4.88;8 Empfehlungen;https://bestcruiter.com/person/tanja-muennekehoff
Michael Weber;A!B!C Personal GmbH;https://www.bestcruiter.com/personalberatung/a-b-c-personalberatungs-gmbh;Remscheid;4.97;7 Empfehlungen;https://bestcruiter.com/person/michael-weber
Lars Dinglinger;A!B!C Personal GmbH;https://www.bestcruiter.com/personalberatung/a-b-c-personalberatungs-gmbh;Wuppertal;4.75;11 Empfehlungen;https://bestcruiter.com/person/lars-dinglinger
Anja Törmer;A!B!C Personal GmbH;https://www.bestcruiter.com/personalberatung/a-b-c-personalberatungs-gmbh;Duisburg;4.86;1 Empfehlungen;https://bestcruiter.com/person/anja-toermer
Simone Westhoff;A!B!C Personal GmbH;https://www.bestcruiter.com/personalberatung/a-b-c-personalberatungs-gmbh;Wuppertal;;;https://bestcruiter.com/person/simone-westhoff
Dipl. - Ing. Wolfgang Schrammeck;Consulting4u Schrammeck;https://www.bestcruiter.com/personalberatung/consulting4u-schrammeck;Gröbenzell bei München;4.93;3 Empfehlungen;https://bestcruiter.com/person/wolfgang-schrammeck
Magdalena Mährlein;SThree GmbH;;München;4.72;37 Empfehlungen;https://bestcruiter.com/person/magdalena-maehrlein-1
Ms Dominika Martincova;Caissa Global;;Berlin;1.80;1 Empfehlungen;https://bestcruiter.com/person/dominika-martincova
Ionut Roghina;CAISSA Global;https://www.bestcruiter.com/personalberatung/caissa-global;London;;;https://bestcruiter.com/person/ionut-roghina
Ms Ewelina Kuzmicz;CAISSA Global;https://www.bestcruiter.com/personalberatung/caissa-global;Berlin;;;https://bestcruiter.com/person/ewelina-kuzmicz
Alexandra Rosu;PEPPERMiNT Talents GmbH;https://www.bestcruiter.com/personalberatung/peppermint-talents-gmbh;München;;;https://bestcruiter.com/person/alexandra-rosu
Fabian Birzele;ABALON Recruitment GmbH;https://www.bestcruiter.com/personalberatung/abalon-Recruitment;München;4.70;6 Empfehlungen;https://bestcruiter.com/person/fabian-birzele
Peter Sengebusch;stratandnet GmbH;https://www.bestcruiter.com/personalberatung/stratandnet-gmbh;Hamburg;;;https://bestcruiter.com/person/peter-sengebusch
Marco Calafato;stratandnet GmbH;https://www.bestcruiter.com/personalberatung/stratandnet-gmbh;Hamburg;;;https://bestcruiter.com/person/marco-calafato
Matthias Barhainski;Senator Executive Search Partners;https://www.bestcruiter.com/personalberatung/senator-executive-search-partners-gmbh;Landshut;4.64;36 Empfehlungen;https://bestcruiter.com/person/matthias-barhainski
Robert Fraaß;stratandnet GmbH;https://www.bestcruiter.com/personalberatung/stratandnet-gmbh;Hamburg;;;https://bestcruiter.com/person/robert-fraass
Nicolai Wider;ABALON Recruitment GmbH;https://www.bestcruiter.com/personalberatung/abalon-Recruitment;München;4.83;9 Empfehlungen;https://bestcruiter.com/person/nicolai-wider
Sid Brammer;alphacoders GmbH;https://www.bestcruiter.com/personalberatung/alphacoders-gmbh;Hamburg;5.00;1 Empfehlungen;https://bestcruiter.com/person/sid-brammer-1
Dipl.-Betriebsw. (FH) Martina Stahl-Förster;Günter Stahl GmbH;;Wackersdorf;;;https://bestcruiter.com/person/martina-stahl-foerster
Dirk Peine;Peine Consulting;;Bochum;;;https://bestcruiter.com/person/dirk-peine
Lead Consultant Christof Hupp;Citrus Specialized Staffing GmbH;https://www.bestcruiter.com/personalberatung/citrus-specialized-staffing-gmbh;München;4.84;38 Empfehlungen;https://bestcruiter.com/person/christof-hupp-1
Dominika Ratsch;Weissenberg Business Consulting GmbH;;Wolfsburg;;;https://bestcruiter.com/person/julian-beckers-1
Alexandra Rosu;PepperMint Talents;;München;;;https://bestcruiter.com/person/alexandra-rosu-1
Jura Hölzel;PEPPERMiNT Talents GmbH;https://www.bestcruiter.com/personalberatung/peppermint-talents-gmbh;München;;;https://bestcruiter.com/person/jura-hoelzel-1
Leon Glatzeder;Dreymann Group;https://www.bestcruiter.com/personalberatung/dreymann-group;München;4.73;18 Empfehlungen;https://bestcruiter.com/person/leon-glatzeder-1
Stefan Ganserer;AVANTGARDE Experts GmbH;;München;;;https://bestcruiter.com/person/stefan-ganserer
Benjamin Stach;INDIE Solutions GmbH;https://www.bestcruiter.com/personalberatung/indie;Stuttgart & Karlsruhe;4.79;20 Empfehlungen;https://bestcruiter.com/person/benjamin-stach
Stefanie Wirthensohn;PNM. Recruiting. Consulting.;https://www.bestcruiter.com/personalberatung/pnm-recruiting-consulting;Ulm;4.64;6 Empfehlungen;https://bestcruiter.com/person/stefanie-wirthensohn
Jens Nador;TempSearch GmbH;https://www.bestcruiter.com/personalberatung/tempsearch-gmbh;Ulm;4.77;5 Empfehlungen;https://bestcruiter.com/person/jens-nador
Pedro Rodriguez;www.rodriguez-recruiting.de;;Stuttgart;4.80;33 Empfehlungen;https://bestcruiter.com/person/pedro-rodriguez
Florian Hirschmann;AVANTGARDE Talents GmbH;;Stuttgart;;;https://bestcruiter.com/person/florian-hirschmann
Lisa Baum;PERM4 | Permanent Recruiting GmbH;https://www.bestcruiter.com/personalberatung/perm4-permanent-recruiting-gmbh-1;Berlin;;;https://bestcruiter.com/person/lisa-baum
Pascal Christiani;PERM4 | Permanent Recruiting GmbH;https://www.bestcruiter.com/personalberatung/perm4-permanent-recruiting-gmbh-1;Berlin;;;https://bestcruiter.com/person/pascal-christiani
Nicole Haase;PERM4 | Permanent Recruiting GmbH;https://www.bestcruiter.com/personalberatung/perm4-permanent-recruiting-gmbh-1;Berlin;;;https://bestcruiter.com/person/nicole-haase
Kristin Krüger;PERM4 | Permanent Recruiting GmbH;https://www.bestcruiter.com/personalberatung/perm4-permanent-recruiting-gmbh-1;Berlin;4.55;4 Empfehlungen;https://bestcruiter.com/person/kristin-krueger
Thomas Bellisch;PERM4 | Permanent Recruiting GmbH;https://www.bestcruiter.com/personalberatung/perm4-permanent-recruiting-gmbh-1;Berlin;4.95;4 Empfehlungen;https://bestcruiter.com/person/thomas-bellisch
Alexander Müller;Pure Search Germany GmbH;;Berlin;;;https://bestcruiter.com/person/alexander-mueller
Anke Lindenmaier;PNM. Recruiting. Consulting.;https://www.bestcruiter.com/personalberatung/pnm-recruiting-consulting;Ulm;4.52;5 Empfehlungen;https://bestcruiter.com/person/anke-lindenmaier-1
Nadine Patriarca Roth;BMW Group;;München;4.77;46 Empfehlungen;https://bestcruiter.com/person/nadine-patriarcaroth
Carmen Wachsmann;Wachsmann & Partner GmbH;;Pfäffikon SZ;;;https://bestcruiter.com/person/carmen-wachsmann
Herr Kash Prasad;Citrus Specialized Staffing GmbH;https://www.bestcruiter.com/personalberatung/citrus-specialized-staffing-gmbh;Gilching;4.97;7 Empfehlungen;https://bestcruiter.com/person/kash-prasad
Dragutin Vidic | Java;Clearstone GmbH;https://www.bestcruiter.com/personalberatung/clearstone-gmbh;Deutschlandweit;4.81;55 Empfehlungen;https://bestcruiter.com/person/dragutin-vidic-1
Marie Schroeder;AVANTGARDE Experts;;München;4.90;4 Empfehlungen;https://bestcruiter.com/person/marie-schroeder
Tanja Rock;AVANTGARDE Experts GmbH;;München;4.86;1 Empfehlungen;https://bestcruiter.com/person/tanja-rock-1
Katharina Sarigöz-Markgraf;Conexio-Consulting;https://www.bestcruiter.com/personalberatung/conexio-consulting;Frankfurt am Main;4.82;26 Empfehlungen;https://bestcruiter.com/person/katharina-sarigoez-markgraf
Alexander Schröder;Clearstone GmbH;https://www.bestcruiter.com/personalberatung/clearstone-gmbh;München;;;https://bestcruiter.com/person/alexander-schroeder
Michel Kirsche;F M K Solutions e. K.;;Berlin;4.90;16 Empfehlungen;https://bestcruiter.com/person/michel-kirsche
Marko Benko;Clearstone GmbH;https://www.bestcruiter.com/personalberatung/clearstone-gmbh;München;4.93;3 Empfehlungen;https://bestcruiter.com/person/marko-benko-1
Martin Böttge;INDIE Solutions GmbH;https://www.bestcruiter.com/personalberatung/indie;Hamburg;4.78;57 Empfehlungen;https://bestcruiter.com/person/martin-boettge-1
Dipl.-Kfm. (FH) Alexander Pawlowski;PSC Personal Success Company e. K.;;Saarbrücken;;;https://bestcruiter.com/person/alex-pawlowski-1
Henryk Pieritz;contagi;https://www.bestcruiter.com/personalberatung/contagi;Frankfurt am Main;4.60;45 Empfehlungen;https://bestcruiter.com/person/henryk-pieritz
Marvin Farke;Clearstone GmbH;https://www.bestcruiter.com/personalberatung/clearstone-gmbh;Köln;4.79;30 Empfehlungen;https://bestcruiter.com/person/marvin-farke
Eike Tobias Scholz;Pieritz select GmbH & Co. KG;https://www.bestcruiter.com/personalberatung/pieritz-select-gmbh-co-kg;Köln;4.85;12 Empfehlungen;https://bestcruiter.com/person/eiketobias-scholz
Carmen Zimmermann;Carmen Zimmermann Personalberatung;;Köln;4.85;38 Empfehlungen;https://bestcruiter.com/person/carmen-zimmermann
Martin Fischer - Senior Consultant - iOS/Android - Berlin;Evolution Personalvermittlungsgesellschaft mbH;https://www.bestcruiter.com/personalberatung/Evolution-Personalvermittlungsgesellschaft-GmbH;Berlin;4.82;18 Empfehlungen;https://bestcruiter.com/person/martin-fischer
Marc Schäfer - Contract Manager;Evolution Personalvermittlungsgesellschaft mbH;https://www.bestcruiter.com/personalberatung/Evolution-Personalvermittlungsgesellschaft-GmbH;Magdeburg;;;https://bestcruiter.com/person/marc-schaefer-contractmanager
Moritz Heinen - Principal Consultant - PHP / JS / München;MEINSTACK -Moritz Heinen und Philipp Redmann GbR;;München;4.85;18 Empfehlungen;https://bestcruiter.com/person/moritz-heinen
Paul Jacobs;MINT Solutions GmbH;https://www.bestcruiter.com/personalberatung/mint-solutions-gmbh;München;4.83;8 Empfehlungen;https://bestcruiter.com/person/paul-jacobs
Amelie Diese;AVANTGARDE Experts GmbH;;Köln;;;https://bestcruiter.com/person/amelie-diese
Andreas Krüger;Cyforwards GmbH;https://www.bestcruiter.com/personalberatung/cyforwards-gmbh;Grünwald;4.89;15 Empfehlungen;https://bestcruiter.com/person/andreas-krueger
Nikolai Schwabauer;Intercon Solutions GmbH;;Köln;4.86;18 Empfehlungen;https://bestcruiter.com/person/nikolai-schwabauer
Herr Alexander Kleefeld;KLEEFELD Bildung und Vermittlung;https://www.bestcruiter.com/personalberatung/kleefeld-bildung-und-vermittlung;Dortmund;;;https://bestcruiter.com/person/alexander-kleefeld
Michel Petri;Yakabuna GmbH;;Dortmund;4.76;17 Empfehlungen;https://bestcruiter.com/person/michel-petri
Daniel Feßler;expertum GmbH - Personalberatung Süd;;Kempten;4.82;20 Empfehlungen;https://bestcruiter.com/person/daniel-fessler-1
Selma Cevik;ageneo Life Science Experts GmbH;https://www.bestcruiter.com/personalberatung/ageneo-life-science-experts-gmbh;München;4.83;14 Empfehlungen;https://bestcruiter.com/person/selma-cevik
Marcel Kitze;STI GmbH;;München;4.82;28 Empfehlungen;https://bestcruiter.com/person/marcel-kitze-1
Daniel Stahl;ageneo Life Science Experts GmbH;https://www.bestcruiter.com/personalberatung/ageneo-life-science-experts-gmbh;München;4.80;2 Empfehlungen;https://bestcruiter.com/person/daniel-stahl
Hanna Pink;PINK PERSONALMANAGEMENT GMBH;https://www.bestcruiter.com/personalberatung/pink-personalmanagement-gmbh;Lübbecke;;;https://bestcruiter.com/person/hanna-pink-1
Lukas Höhn;Dreymann Group;https://www.bestcruiter.com/personalberatung/dreymann-group;München;5.00;2 Empfehlungen;https://bestcruiter.com/person/lukas-hoehn-2
Sebastian Babe;stratandnet GmbH;;Hamburg;;;https://bestcruiter.com/person/sebastian-babe-1
Alexander Körbel;Conexio-Consulting;https://www.bestcruiter.com/personalberatung/conexio-consulting;Dieburg;;;https://bestcruiter.com/person/alexander-koerbel-1
Yves Hoch;Grupo Norconsulting SL;https://www.bestcruiter.com/personalberatung/grupo-norconsulting-sl;Berlin;4.86;14 Empfehlungen;https://bestcruiter.com/person/yves-hoch-2
Susann Meier - Principal Recruitment Consultant - Java NRW;Evolution Personalvermittlungsgesellschaft mbH;https://www.bestcruiter.com/personalberatung/Evolution-Personalvermittlungsgesellschaft-GmbH;Köln;4.88;16 Empfehlungen;https://bestcruiter.com/person/susann-meier-1
Silke Bachmayr;locum doctors Ärztevermittlung;https://www.bestcruiter.com/personalberatung/locum-doctors-aerztevermittlung;Zirndorf;;;https://bestcruiter.com/person/silke-bachmayr-1
Michele Becker;locum doctors Ärztevermittlung;https://www.bestcruiter.com/personalberatung/locum-doctors-aerztevermittlung;Zirndorf;;;https://bestcruiter.com/person/michele-becker-1
Sabine Sajons;locum doctors Ärztevermittlung;https://www.bestcruiter.com/personalberatung/locum-doctors-aerztevermittlung;Zirndorf;;;https://bestcruiter.com/person/sabine-sajons-1
Maxie Duda;Evolution Personalvermittlungsgesellschaft mbH;https://www.bestcruiter.com/personalberatung/Evolution-Personalvermittlungsgesellschaft-GmbH;Frankfurt am Main;4.85;22 Empfehlungen;https://bestcruiter.com/person/maxie-duda-1
Daniel Bouziri;Bouziri Consulting;https://www.bestcruiter.com/personalberatung/bouziri-consulting;München;4.78;8 Empfehlungen;https://bestcruiter.com/person/daniel-bouziri-1
Henry Griepenstroh;Griepenstroh Personalvermittlung GmbH;https://www.bestcruiter.com/personalberatung/griepenstroh-personalvermittlung-gmbh;Bremen;4.80;1 Empfehlungen;https://bestcruiter.com/person/henry-griepenstroh-1
Robert Schaffmann;Schaffmann & Denner Executive Search;https://www.bestcruiter.com/personalberatung/schaffmann-denner-executive-search;Stuttgart;;;https://bestcruiter.com/person/robert-schaffmann
Rabia Ca;123;;Berlin;;;https://bestcruiter.com/person/rabia-ca-1
Kristin Wolter;ABS;;Berlin;;;https://bestcruiter.com/person/kristin-wolter-1
Holger Jansen;SKILLs HR Experts GmbH;https://www.bestcruiter.com/personalberatung/skills-experts-gmbh;München;;;https://bestcruiter.com/person/holger-jansen-1
Ralf Roth;SKILLs HR Experts GmbH;https://www.bestcruiter.com/personalberatung/skills-experts-gmbh;München;4.70;8 Empfehlungen;https://bestcruiter.com/person/ralf-roth-1
Prof. Gerold Frick;Stanton Chase Stuttgart GmbH;https://www.bestcruiter.com/personalberatung/stanton-chase-stuttgart-gmbh;Stuttgart;4.70;6 Empfehlungen;https://bestcruiter.com/person/gerold-frick
Dipl.-Kfm. Ulrich Müller;Stanton Chase Stuttgart GmbH;https://www.bestcruiter.com/personalberatung/stanton-chase-stuttgart-gmbh;Stuttgart;;;https://bestcruiter.com/person/ulrich-mueller-1
Tugba Gürcü;Personaldienstleistungen;;Dingolfing;4.92;12 Empfehlungen;https://bestcruiter.com/person/tugba-guercue-1
Arn Giraldo Gomez;A!B!C Personal GmbH;https://www.bestcruiter.com/personalberatung/a-b-c-personalberatungs-gmbh;Wuppertal;4.60;6 Empfehlungen;https://bestcruiter.com/person/arn-giraldogomez-1
Arne Harald Manteuffel;Advergy;;Hamburg;5.00;4 Empfehlungen;https://bestcruiter.com/person/arneharald-manteuffel
Marina Mellenthin;Avantgarde Talents GmbH;;Köln;4.69;7 Empfehlungen;https://bestcruiter.com/person/marina-mellenthin
Anna Rohn;A!B!C Personaldienstleistungs - GmbH;;Wuppertal;;;https://bestcruiter.com/person/anna-rohn
Martina Schneider;A!B!C Personaldienstleistungs-GmbH;;Mülheim;;;https://bestcruiter.com/person/martina-schneider-1
Birgit Hoffmann-Reiß;BHO Personalberatung GmbH;https://www.bestcruiter.com/personalberatung/bho-personalberatung-gmbh;Stuttgart;;;https://bestcruiter.com/person/birgit-hoffmann-reiss-1
Henning Patzke;FR Recruitment GmbH - die HR Personalberatung;https://www.bestcruiter.com/personalberatung/fr-recruitment-gmbh;Bargteheide;;;https://bestcruiter.com/person/henning-patzke-1
Frithjof Reitter;FR Recruitment GmbH - die HR Personalberatung;https://www.bestcruiter.com/personalberatung/fr-recruitment-gmbh;Aschaffenburg;;;https://bestcruiter.com/person/frithjof-reitter-1
Olaf Schaefer;FR Recruitment GmbH - die HR Personalberatung;https://www.bestcruiter.com/personalberatung/fr-recruitment-gmbh;Hamburg;;;https://bestcruiter.com/person/olaf-schaefer-1
Sibylle Frankenheim;Frankenheim Personalberatung GmbH;https://www.bestcruiter.com/personalberatung/frankenheim-personalberatung-gmbh;Düsseldorf;;;https://bestcruiter.com/person/sibylle-frankenheim-1
Gerhard Denner;Schaffmann & Denner Executive Search;https://www.bestcruiter.com/personalberatung/schaffmann-denner-executive-search;Stuttgart,  Arnulf-Klett-Platz;;;https://bestcruiter.com/person/gerhard-denner-1
Daniel Fertl;Senator Executive Search Partners;https://www.bestcruiter.com/personalberatung/senator-executive-search-partners-gmbh;Landshut;4.75;41 Empfehlungen;https://bestcruiter.com/person/daniel-fertl-1
Christiane Lauretta;Das Kontaktwerk;https://www.bestcruiter.com/personalberatung/daskontaktwerk;Hamburg;4.62;19 Empfehlungen;https://bestcruiter.com/person/christiane-lauretta-1
Michael Borgstädt;Jobsprinter Ltd.;;Erkrath;;;https://bestcruiter.com/person/michael-borgstaedt
Phuong Anh Nguyen;MINT Solutions GmbH;;München;5.00;3 Empfehlungen;https://bestcruiter.com/person/phuonganh-nguyen-1
Tatyjana Remcsukova;AMG RECRUITING GmbH;https://www.bestcruiter.com/personalberatung/amg-recruiting-gmbh;Münster;;;https://bestcruiter.com/person/tatyjana-remcsukova-1
Christoph Kilian / Dipl.-Inf.;PERSONAL TOTAL;https://www.bestcruiter.com/personalberatung/personal-total;München;4.82;29 Empfehlungen;https://bestcruiter.com/person/christoph-kilian
Richard Sepp;PERSONAL TOTAL;https://www.bestcruiter.com/personalberatung/personal-total;München;4.68;37 Empfehlungen;https://bestcruiter.com/person/sepp-richard-1
Marcel Walbert;B&M Personal GmbH;;Landsberg am Lech;4.80;1 Empfehlungen;https://bestcruiter.com/person/marcel-walbert-1
Andreas Berger;Senator Executive Search Partners;https://www.bestcruiter.com/personalberatung/senator-executive-search-partners-gmbh;Weilheim;4.76;9 Empfehlungen;https://bestcruiter.com/person/andreas-berger-1
Jan Peter Thieß;expertum Holding GmbH;https://www.bestcruiter.com/personalberatung/expertum-holding-gmbh;Hamburg;4.90;6 Empfehlungen;https://bestcruiter.com/person/janpeter-thiess-1
Henning Hoffmann;HOFFMANN MELCHER PARTNER – HMP Personalberatung GmbH & Co. KG;https://www.bestcruiter.com/personalberatung/hmp-personalberatung-gmbh-co-kg;Hamburg;4.80;2 Empfehlungen;https://bestcruiter.com/person/henning-hoffmann-1
Mariana Menne;MTM Personal Management;;Köln;;;https://bestcruiter.com/person/mariana-menne
Dirk Menzel;CONusio GmbH;https://www.bestcruiter.com/personalberatung/conusio-gmbh;Bad Homburg;;;https://bestcruiter.com/person/dirk-menzel-1
Holger Fuhrmann;Pharecon;https://www.bestcruiter.com/personalberatung/pharecon;Weißenhorn;;;https://bestcruiter.com/person/holger-fuhrmann
Peter Fahr;Personalberatung FAHR;https://www.bestcruiter.com/personalberatung/personalberatung-fahr;Überlingen;;;https://bestcruiter.com/person/peter-fahr-1
Nadine Martens;AMG RECRUITING GmbH;https://www.bestcruiter.com/personalberatung/amg-recruiting-gmbh;Münster;5.00;1 Empfehlungen;https://bestcruiter.com/person/nadine-martens-1
Daniela Wittmann;Personalberatung by experts GmbH;https://www.bestcruiter.com/personalberatung/personal-by-experts-gmbh;Regensburg;;;https://bestcruiter.com/person/daniela-wittmann-1
Martin Heidt;A!B!C Personal GmbH;;Duisburg;;;https://bestcruiter.com/person/martin-heidt-1
Bastian Hamacher;Cyforwards GmbH;https://www.bestcruiter.com/personalberatung/cyforwards-gmbh;Grünwald;;;https://bestcruiter.com/person/bastian-hamacher
Domenico Labrianidis;pates GmbH;;München;4.69;9 Empfehlungen;https://bestcruiter.com/person/domenico-labrianidis-1
Maryna Naraievska;PageGroup | Michael Page Information Technology;;Stuttgart;4.59;19 Empfehlungen;https://bestcruiter.com/person/maryna-naraievska-1
Sebastian Pier;DAHMEN Personalservice GmbH;https://www.bestcruiter.com/personalberatung/dahmen-personalservice-gmbh;Düsseldorf;4.51;7 Empfehlungen;https://bestcruiter.com/person/sebastian-pier-1
Daniel Mayer;Grupo Norconsulting SL;https://www.bestcruiter.com/personalberatung/grupo-norconsulting-sl;München;4.77;23 Empfehlungen;https://bestcruiter.com/person/daniel-mayer
Susanne Bartels;PERM4 | Permanent Recruiting GmbH;https://www.bestcruiter.com/personalberatung/perm4-permanent-recruiting-gmbh-1;Berlin;;;https://bestcruiter.com/person/susanne-bartels-1
Sönke Töllner;Amoria Bond;;Köln;;;https://bestcruiter.com/person/soenke-toellner
Dr. Meera Gandbhir;Conciliat GmbH;https://www.bestcruiter.com/personalberatung/conciliat-gmbh;München, Stuttgart, Frankfurt;4.80;4 Empfehlungen;https://bestcruiter.com/person/meera-gandbhir
Dipl.-Betriebswirt (FH) Thomas John;ReJo Personalberatung;https://www.bestcruiter.com/personalberatung/rejo-personalberatung;Weimar;4.94;9 Empfehlungen;https://bestcruiter.com/person/thomas-john
Liam Tennant;First Point Group GmbH;;Berlin;;;https://bestcruiter.com/person/liam-tennant-1
Maximilian Kamm;MINT Solutions GmbH;;München;4.90;6 Empfehlungen;https://bestcruiter.com/person/maximilian-kamm
Khiem Nguyen;modREC GmbH;https://www.bestcruiter.com/personalberatung/modrec-gmbh;München;4.82;13 Empfehlungen;https://bestcruiter.com/person/khiem-nguyen-1
Dipl. Informatiker Jan Nordh;nordh Executive Search;;München;4.90;4 Empfehlungen;https://bestcruiter.com/person/jan-nordh
Frau Julia Tammeveski;we era;;Berlin;4.85;16 Empfehlungen;https://bestcruiter.com/person/julia-tammeveski-1
Dirk Lonnemann;FEL GmbH;https://www.bestcruiter.com/personalberatung/fel-gmbh;Kiel;;;https://bestcruiter.com/person/dirk-lonnemann-1
Anika Brunner;Michael Page International GmbH;;Stuttgart;;;https://bestcruiter.com/person/anika-brunner-1
Jan Moeller;Michael Page International (Deutschland) GmbH;;Stuttgart;;;https://bestcruiter.com/person/jan-moeller-1
Gabriela Paul;NATTERER PERSONAL GmbH;https://www.bestcruiter.com/personalberatung/natterer-personal-gmbh;Ravensburg;4.91;28 Empfehlungen;https://bestcruiter.com/person/gabriela-paul
Ing. Janina Klein;Grupo Norconsulting SL;https://www.bestcruiter.com/personalberatung/grupo-norconsulting-sl;Hannover;4.60;5 Empfehlungen;https://bestcruiter.com/person/janina-klein-1
Ingrid Marold;MAROLD Personalberatung;;Ulm;;;https://bestcruiter.com/person/ingrid-marold
Managing Consultant Nadine Braun;Michael Page International GmbH;;Stuttgart;4.87;3 Empfehlungen;https://bestcruiter.com/person/nadine-braun
Michaela Kelsch;Dr. Richter Heidelberger GmbH & Co. KG;;Stuttgart;5.00;2 Empfehlungen;https://bestcruiter.com/person/michaela-kelsch-1
Alexander Schulz-Britz;SBU Hamburg GmbH;;Hamburg;;;https://bestcruiter.com/person/alexander-schulz-britz-1
